id,title,alternative_title,year,pages,abstract,file_url,image_url,type,status
D164,"Nâng cao chất lượng đội ngũ cán bộ, công chức tại Sở Văn hóa, Thể thao và Du lịch tỉnh Phú Yên /Đoàn Thị Tô Huỳnh; Bùi Bích Xuân: GVHD",,2025,"70 tr. :bảng, biểu đồ ;27 cm","Nghiên cứu này trình bày các khía cạnh chuyên môn của Nâng cao chất lượng đội ngũ cán bộ, công chức tại Sở Văn hóa, Thể thao và Du lịch tỉnh Phú Yên , kết hợp giữa nền tảng lý thuyết và ứng dụng thực tiễn trong lĩnh vực nghiên cứu chuyên ngành. Nội dung được xây dựng dựa trên việc hệ thống hóa kiến thức chuyên ngành kết hợp với các ví dụ minh họa thực tế. Nghiên cứu góp phần cung cấp nền tảng kiến thức phục vụ cho việc học tập và phát triển chuyên môn.",/static/uploads/files/D164.pdf,/static/uploads/images/D164.jpg,Thesis,active
D165,"Phát triển sinh kế bền vững cho hộ đồng bào dân tộc thiểu số tại huyện Khánh Vĩnh, tỉnh Khánh Hòa /Cao Thị Ngọc Thanh; Nguyễn Văn Ngọc: GVHD",,2025,98 tr. ;27 cm,"Tài liệu tập trung nghiên cứu về Phát triển sinh kế bền vững cho hộ đồng bào dân tộc thiểu số tại huyện Khánh Vĩnh, tỉnh Khánh Hòa , trình bày các cơ sở lý thuyết và phương pháp tiếp cận trong lĩnh vực lĩnh vực nghiên cứu chuyên ngành. Tài liệu sử dụng phương pháp phân tích và tổng hợp tài liệu nhằm làm rõ các khái niệm, nguyên lý và kỹ thuật liên quan. Nội dung tài liệu hỗ trợ người đọc tiếp cận các xu hướng nghiên cứu và ứng dụng hiện đại trong môi trường học thuật.",/static/uploads/files/D165.pdf,/static/uploads/images/D165.jpg,Thesis,active
D166,"Nghiên cứu khả năng sử dụng hai loài vi tảo Thalassiosira weissflogii và Chaetoceros muelleri trong ương nuôi ấu trùng tôm sú (Penaeus monodon Fabricius, 1798) /Đặng Lê Phương Vy; Lục Minh Diệp: GVHD",,2025,67 tr. :Minh họa ;27 cm,"Tài liệu cung cấp cái nhìn tổng quan về Nghiên cứu khả năng sử dụng hai loài vi tảo Thalassiosira weissflogii và Chaetoceros muelleri trong ương nuôi ấu trùng tôm sú (Penaeus monodon Fabricius, 1798) , bao gồm các mô hình, kỹ thuật và xu hướng phát triển trong trí tuệ nhân tạo. Nội dung được xây dựng dựa trên việc hệ thống hóa kiến thức chuyên ngành kết hợp với các ví dụ minh họa thực tế. Nghiên cứu góp phần cung cấp nền tảng kiến thức phục vụ cho việc học tập và phát triển chuyên môn.",/static/uploads/files/D166.pdf,/static/uploads/images/D166.jpg,Thesis,active
D167,"Nghiên cứu một số đặc tính sinh học của chủng vi khuẩn Riemerella anatipestifer định hướng sản xuất vắc xin phòng bệnh nhiễm trùng huyết ở vịt /Tăng Mạnh Nhật; Lê Phương Chung, Lê Đình Hải: GVHD",,2025,48 tr. :Minh họa ;27 cm,"Tài liệu tập trung nghiên cứu về Nghiên cứu một số đặc tính sinh học của chủng vi khuẩn Riemerella anatipestifer định hướng sản xuất vắc xin phòng bệnh nhiễm trùng huyết ở vịt , trình bày các cơ sở lý thuyết và phương pháp tiếp cận trong lĩnh vực lĩnh vực nghiên cứu chuyên ngành. Tài liệu kết hợp giữa cơ sở học thuật và các tình huống ứng dụng nhằm nâng cao khả năng tiếp cận và triển khai thực tế. Kết quả của tài liệu có giá trị tham khảo đối với sinh viên, giảng viên và các nhà nghiên cứu trong lĩnh vực liên quan.",/static/uploads/files/D167.pdf,/static/uploads/images/D167.jpg,Thesis,active
D168,"Các nhân tố ảnh hưởng đến hành vi phân loại rác tại nguồn của người dân trên địa bàn thành phố Cam Ranh, tỉnh Khánh Hòa /Phạm Thị Hồng Lệ; Phạm Thành Thái: GVHD",,2025,75 tr. ;27 cm,"Nội dung tài liệu phân tích các vấn đề liên quan đến Các nhân tố ảnh hưởng đến hành vi phân loại rác tại nguồn của người dân trên địa bàn thành phố Cam Ranh, tỉnh Khánh Hòa , đồng thời đề xuất các hướng ứng dụng trong lĩnh vực nghiên cứu chuyên ngành. Nghiên cứu áp dụng các mô hình và phương pháp đánh giá phổ biến nhằm phân tích hiệu quả của các giải pháp được đề cập. Kết quả của tài liệu có giá trị tham khảo đối với sinh viên, giảng viên và các nhà nghiên cứu trong lĩnh vực liên quan.",/static/uploads/files/D168.pdf,/static/uploads/images/D168.jpg,Thesis,active
D169,Tác động của giáo dục và đào tạo nghề đến khả năng tìm việc của lao động trẻ tại tỉnh Khánh Hòa /Lý Phương Tài; Phạm Thành Thái: GVHD,,2025,86 tr. ;27 cm,"Tài liệu tập trung nghiên cứu về Tác động của giáo dục và đào tạo nghề đến khả năng tìm việc của lao động trẻ tại tỉnh Khánh Hòa , trình bày các cơ sở lý thuyết và phương pháp tiếp cận trong lĩnh vực lĩnh vực nghiên cứu chuyên ngành. Tài liệu sử dụng phương pháp phân tích và tổng hợp tài liệu nhằm làm rõ các khái niệm, nguyên lý và kỹ thuật liên quan. Nội dung tài liệu hỗ trợ người đọc tiếp cận các xu hướng nghiên cứu và ứng dụng hiện đại trong môi trường học thuật.",/static/uploads/files/D169.pdf,/static/uploads/images/D169.jpg,Thesis,active
D170,Dự đoán liên kết về học thuật dựa trên ontology /Thịnh Thị Thúy; Phạm Thị Thu Thúy: GVHD,,2025,65 tr. :Minh họa ;27 cm,"Tài liệu tập trung nghiên cứu về Dự đoán liên kết về học thuật dựa trên ontology , trình bày các cơ sở lý thuyết và phương pháp tiếp cận trong lĩnh vực lĩnh vực nghiên cứu chuyên ngành. Tài liệu sử dụng phương pháp phân tích và tổng hợp tài liệu nhằm làm rõ các khái niệm, nguyên lý và kỹ thuật liên quan. Nghiên cứu góp phần cung cấp nền tảng kiến thức phục vụ cho việc học tập và phát triển chuyên môn.",/static/uploads/files/D170.pdf,/static/uploads/images/D170.jpg,Thesis,active
D171,"Đa dạng thành phần loài và mối quan hệ tiến hóa của giáp xác ký sinh trên vật chủ cua bơi Thalamita crenata Rüppell, 1830 tại vịnh Nha Trang, Khánh Hòa /Nguyễn Phương Liên; Đặng Thúy Bình, Nguyễn Thị Hải Thanh: GVHD",,2025,66 tr. :Minh họa ;27 cm,"Nghiên cứu này trình bày các khía cạnh chuyên môn của Đa dạng thành phần loài và mối quan hệ tiến hóa của giáp xác ký sinh trên vật chủ cua bơi Thalamita crenata Rüppell, 1830 tại vịnh Nha Trang, Khánh Hòa , kết hợp giữa nền tảng lý thuyết và ứng dụng thực tiễn trong lĩnh vực nghiên cứu chuyên ngành. Nội dung được xây dựng dựa trên việc hệ thống hóa kiến thức chuyên ngành kết hợp với các ví dụ minh họa thực tế. Kết quả của tài liệu có giá trị tham khảo đối với sinh viên, giảng viên và các nhà nghiên cứu trong lĩnh vực liên quan.",/static/uploads/files/D171.pdf,/static/uploads/images/D171.jpg,Thesis,active
D172,"Nghiên cứu sự biến đổi chất lượng của phi lê cá chim vây vàng trong quá trình bảo quản đông /Nguyễn Hồng Duyên; Mai Thị Tuyết Nga, Huỳnh Thị Ái Vân: GVHD",,2025,85 tr. ;27 cm,"Tài liệu tập trung nghiên cứu về Nghiên cứu sự biến đổi chất lượng của phi lê cá chim vây vàng trong quá trình bảo quản đông , trình bày các cơ sở lý thuyết và phương pháp tiếp cận trong lĩnh vực lĩnh vực nghiên cứu chuyên ngành. Tài liệu kết hợp giữa cơ sở học thuật và các tình huống ứng dụng nhằm nâng cao khả năng tiếp cận và triển khai thực tế. Nội dung tài liệu hỗ trợ người đọc tiếp cận các xu hướng nghiên cứu và ứng dụng hiện đại trong môi trường học thuật.",/static/uploads/files/D172.pdf,/static/uploads/images/D172.jpg,Thesis,active
D173,"Mô hình toán quá trình truyền nhiệt, truyền chất trong sấy cá đù fillet bằng bức xạ hồng ngoại kết hợp năng lượng mặt trời gián tiếp /Trần Đình Khoa; Lê Như Chính, Khổng Trung Thắng: GVHD",,2025,89 tr. :Minh họa ;27 cm,"Tài liệu tập trung nghiên cứu về Mô hình toán quá trình truyền nhiệt, truyền chất trong sấy cá đù fillet bằng bức xạ hồng ngoại kết hợp năng lượng mặt trời gián tiếp , trình bày các cơ sở lý thuyết và phương pháp tiếp cận trong lĩnh vực lĩnh vực nghiên cứu chuyên ngành. Tài liệu kết hợp giữa cơ sở học thuật và các tình huống ứng dụng nhằm nâng cao khả năng tiếp cận và triển khai thực tế. Nội dung tài liệu hỗ trợ người đọc tiếp cận các xu hướng nghiên cứu và ứng dụng hiện đại trong môi trường học thuật.",/static/uploads/files/D173.pdf,/static/uploads/images/D173.jpg,Thesis,active
D174,"Tối ưu hóa điều kiện dinh dưỡng bổ sung đến hai loài tảo Thalassiosira weissflogii Fryxell & Hasle, 1977, Tetraselmis chuii Butcher, 1959 và sử dụng kết hợp làm thức ăn cho ấu trùng tôm thẻ chân trắng (Penaeus vannamei Boone,1931) /Lương Thị Thu Thanh; Lục Minh Diệp: GVHD",,2025,55 tr. :Minh họa ;27 cm,"Nghiên cứu này trình bày các khía cạnh chuyên môn của Tối ưu hóa điều kiện dinh dưỡng bổ sung đến hai loài tảo Thalassiosira weissflogii Fryxell & Hasle, 1977, Tetraselmis chuii Butcher, 1959 và sử dụng kết hợp làm thức ăn cho ấu trùng tôm thẻ chân trắng (Penaeus vannamei Boone,1931) , kết hợp giữa nền tảng lý thuyết và ứng dụng thực tiễn trong trí tuệ nhân tạo. Nội dung được xây dựng dựa trên việc hệ thống hóa kiến thức chuyên ngành kết hợp với các ví dụ minh họa thực tế. Tài liệu có thể được sử dụng như nguồn tham khảo trong học tập, nghiên cứu và triển khai các hệ thống thực tế.",/static/uploads/files/D174.pdf,/static/uploads/images/D174.jpg,Thesis,active
D175,Nghiên cứu bảo quản tinh trùng cá tầm Nga (Acipenser gueldenstaedtii) và cá tầm Xiberi (A. baerii) nuôi tại Lâm Đồng /Hồ Thanh Tuyền; Lương Công Trung: GVHD,,2025,61 tr. :Minh họa ;27 cm,"Nghiên cứu này trình bày các khía cạnh chuyên môn của Nghiên cứu bảo quản tinh trùng cá tầm Nga (Acipenser gueldenstaedtii) và cá tầm Xiberi (A. baerii) nuôi tại Lâm Đồng , kết hợp giữa nền tảng lý thuyết và ứng dụng thực tiễn trong lĩnh vực nghiên cứu chuyên ngành. Nghiên cứu áp dụng các mô hình và phương pháp đánh giá phổ biến nhằm phân tích hiệu quả của các giải pháp được đề cập. Kết quả của tài liệu có giá trị tham khảo đối với sinh viên, giảng viên và các nhà nghiên cứu trong lĩnh vực liên quan.",/static/uploads/files/D175.pdf,/static/uploads/images/D175.jpg,Thesis,active
D176,"Ảnh hưởng của màu bể và Astaxanthin bổ sung lên sinh trưởng của cá tai bồ (Platax teira Forsskal, 1775) giai đoạn giống /Nguyễn Hữu Khang; Nguyễn Văn Minh: GVHD",,2025,47 tr. :Minh họa ;27 cm,"Tài liệu cung cấp cái nhìn tổng quan về Ảnh hưởng của màu bể và Astaxanthin bổ sung lên sinh trưởng của cá tai bồ (Platax teira Forsskal, 1775) giai đoạn giống , bao gồm các mô hình, kỹ thuật và xu hướng phát triển trong trí tuệ nhân tạo. Tài liệu sử dụng phương pháp phân tích và tổng hợp tài liệu nhằm làm rõ các khái niệm, nguyên lý và kỹ thuật liên quan. Tài liệu có thể được sử dụng như nguồn tham khảo trong học tập, nghiên cứu và triển khai các hệ thống thực tế.",/static/uploads/files/D176.pdf,/static/uploads/images/D176.jpg,Thesis,active
D177,Chất lượng tinh trùng của cá tầm Nga (Acipenser gueldenstaedtii) và cá tầm Xiberi (Acipenser baerii):Đặc tính lý hóa và ảnh hưởng của một số yếu tố sinh thái /Châu Bích Liên; Trần Văn Phước: GVHD,,2025,87 tr. :Minh họa ;27 cm,"Nghiên cứu này trình bày các khía cạnh chuyên môn của Chất lượng tinh trùng của cá tầm Nga (Acipenser gueldenstaedtii) và cá tầm Xiberi (Acipenser baerii): Đặc tính lý hóa và ảnh hưởng của một số yếu tố sinh thái , kết hợp giữa nền tảng lý thuyết và ứng dụng thực tiễn trong lĩnh vực nghiên cứu chuyên ngành. Tài liệu sử dụng phương pháp phân tích và tổng hợp tài liệu nhằm làm rõ các khái niệm, nguyên lý và kỹ thuật liên quan. Tài liệu có thể được sử dụng như nguồn tham khảo trong học tập, nghiên cứu và triển khai các hệ thống thực tế.",/static/uploads/files/D177.pdf,/static/uploads/images/D177.jpg,Thesis,active
D178,"Đánh giá hiệu quả sử dụng thiết bị giám sát hành trình Vifish.18 trên tàu cá tỉnh Khánh Hòa /Phạm Mai Phước; Trần Trọng Đạo, Tô Văn Phương: GVHD",,2025,64 tr. :Minh họa ;27 cm,"Tài liệu cung cấp cái nhìn tổng quan về Đánh giá hiệu quả sử dụng thiết bị giám sát hành trình Vifish.18 trên tàu cá tỉnh Khánh Hòa , bao gồm các mô hình, kỹ thuật và xu hướng phát triển trong lĩnh vực nghiên cứu chuyên ngành. Nội dung được xây dựng dựa trên việc hệ thống hóa kiến thức chuyên ngành kết hợp với các ví dụ minh họa thực tế. Nội dung tài liệu hỗ trợ người đọc tiếp cận các xu hướng nghiên cứu và ứng dụng hiện đại trong môi trường học thuật.",/static/uploads/files/D178.pdf,/static/uploads/images/D178.jpg,Thesis,active
D179,"Đề xuất mô hình quản lý giao thông thông minh tại thành phố Nha Trang, tỉnh Khánh Hòa /Cao Như Ý; Nguyễn Văn Ngọc: GVHD",,2025,74 tr. ;24 cm,"Tài liệu tập trung nghiên cứu về Đề xuất mô hình quản lý giao thông thông minh tại thành phố Nha Trang, tỉnh Khánh Hòa , trình bày các cơ sở lý thuyết và phương pháp tiếp cận trong lĩnh vực lĩnh vực nghiên cứu chuyên ngành. Tài liệu sử dụng phương pháp phân tích và tổng hợp tài liệu nhằm làm rõ các khái niệm, nguyên lý và kỹ thuật liên quan. Kết quả của tài liệu có giá trị tham khảo đối với sinh viên, giảng viên và các nhà nghiên cứu trong lĩnh vực liên quan.",/static/uploads/files/D179.pdf,/static/uploads/images/D179.jpg,Thesis,active
D180,Số hóa bảng từ hình ảnh bằng thị giác máy tính /Lê Hoàn Chân; Nguyễn Khắc Cường: GVHD,,2025,74 tr. :Minh họa ;27 cm,"Nội dung tài liệu phân tích các vấn đề liên quan đến Số hóa bảng từ hình ảnh bằng thị giác máy tính , đồng thời đề xuất các hướng ứng dụng trong lĩnh vực nghiên cứu chuyên ngành. Tài liệu kết hợp giữa cơ sở học thuật và các tình huống ứng dụng nhằm nâng cao khả năng tiếp cận và triển khai thực tế. Nội dung tài liệu hỗ trợ người đọc tiếp cận các xu hướng nghiên cứu và ứng dụng hiện đại trong môi trường học thuật.",/static/uploads/files/D180.pdf,/static/uploads/images/D180.jpg,Thesis,active
D181,"Phát triển sinh kế từ hoạt động du lịch cho hộ gia đình tại đảo Bích Đầm, thành phố Nha Trang, tỉnh Khánh Hòa /Lê Công Minh; Phạm Hồng Mạnh: GVHD",,2025,85 tr. ;27 cm,"Nghiên cứu này trình bày các khía cạnh chuyên môn của Phát triển sinh kế từ hoạt động du lịch cho hộ gia đình tại đảo Bích Đầm, thành phố Nha Trang, tỉnh Khánh Hòa , kết hợp giữa nền tảng lý thuyết và ứng dụng thực tiễn trong lĩnh vực nghiên cứu chuyên ngành. Tài liệu kết hợp giữa cơ sở học thuật và các tình huống ứng dụng nhằm nâng cao khả năng tiếp cận và triển khai thực tế. Nghiên cứu góp phần cung cấp nền tảng kiến thức phục vụ cho việc học tập và phát triển chuyên môn.",/static/uploads/files/D181.pdf,/static/uploads/images/D181.jpg,Thesis,active
D182,"Một số giải pháp phát triển kinh tế xã Ea Trang, huyện M'Drắk, tỉnh Đắk Lắk /Nguyễn Thị Sinh; Quách Thị Khánh Ngọc: GVHD",,2025,59 tr. :Minh họa ;27 cm,"Tài liệu tập trung nghiên cứu về Một số giải pháp phát triển kinh tế xã Ea Trang, huyện M'Drắk, tỉnh Đắk Lắk , trình bày các cơ sở lý thuyết và phương pháp tiếp cận trong lĩnh vực lĩnh vực nghiên cứu chuyên ngành. Tài liệu sử dụng phương pháp phân tích và tổng hợp tài liệu nhằm làm rõ các khái niệm, nguyên lý và kỹ thuật liên quan. Tài liệu có thể được sử dụng như nguồn tham khảo trong học tập, nghiên cứu và triển khai các hệ thống thực tế.",/static/uploads/files/D182.pdf,/static/uploads/images/D182.jpg,Thesis,active
D183,Hoàn thiện kiểm soát nội bộ đối với hoạt động quản lý hàng tồn kho tại Viễn Thông Khánh Hòa /Nguyễn Hoài Sơn; Võ Thị Thùy Trang: GVHD,,2025,85 tr. ;27 cm,"Tài liệu cung cấp cái nhìn tổng quan về Hoàn thiện kiểm soát nội bộ đối với hoạt động quản lý hàng tồn kho tại Viễn Thông Khánh Hòa , bao gồm các mô hình, kỹ thuật và xu hướng phát triển trong lĩnh vực nghiên cứu chuyên ngành. Nội dung được xây dựng dựa trên việc hệ thống hóa kiến thức chuyên ngành kết hợp với các ví dụ minh họa thực tế. Nội dung tài liệu hỗ trợ người đọc tiếp cận các xu hướng nghiên cứu và ứng dụng hiện đại trong môi trường học thuật.",/static/uploads/files/D183.pdf,/static/uploads/images/D183.jpg,Thesis,active
D184,Đánh giá hiệu quả tài chính các công ty niêm yết thuộc lĩnh vực chế biến thủy sản trên thị trường chứng khoán Việt Nam /Nguyễn Thị Ngọc Trâm; Võ Thị Thùy Trang: GVHD,,2025,113 tr. ;27 cm,"Tài liệu tập trung nghiên cứu về Đánh giá hiệu quả tài chính các công ty niêm yết thuộc lĩnh vực chế biến thủy sản trên thị trường chứng khoán Việt Nam , trình bày các cơ sở lý thuyết và phương pháp tiếp cận trong lĩnh vực lĩnh vực nghiên cứu chuyên ngành. Nội dung được xây dựng dựa trên việc hệ thống hóa kiến thức chuyên ngành kết hợp với các ví dụ minh họa thực tế. Nội dung tài liệu hỗ trợ người đọc tiếp cận các xu hướng nghiên cứu và ứng dụng hiện đại trong môi trường học thuật.",/static/uploads/files/D184.pdf,/static/uploads/images/D184.jpg,Thesis,active
D185,"Ảnh hưởng của chất lượng dịch vụ, sự hài lòng và chi phí chuyển đổi đến lòng trung thành của khách hàng đại lý / cộng tác viên sử dụng ứng dụng Ignite by Igloo đối với dịch vụ bảo hiểm phi nhân thọ tại Công ty Trách nhiệm hữu hạn Axinan Việt Nam /Lê Hằng Thanh Thiện; Hồ Huy Tựu: GVHD",,2025,58 tr. :Minh họa ;27 cm,"Nghiên cứu này trình bày các khía cạnh chuyên môn của Ảnh hưởng của chất lượng dịch vụ, sự hài lòng và chi phí chuyển đổi đến lòng trung thành của khách hàng đại lý , kết hợp giữa nền tảng lý thuyết và ứng dụng thực tiễn trong lĩnh vực nghiên cứu chuyên ngành. Nghiên cứu áp dụng các mô hình và phương pháp đánh giá phổ biến nhằm phân tích hiệu quả của các giải pháp được đề cập. Tài liệu có thể được sử dụng như nguồn tham khảo trong học tập, nghiên cứu và triển khai các hệ thống thực tế.",/static/uploads/files/D185.pdf,/static/uploads/images/D185.jpg,Thesis,active
D186,"Các nhân tố ảnh hưởng đến ý định tham gia bảo hiểm phi nhân thọ Bảo Việt của người dân tại thành phố Nha Trang, tỉnh Khánh Hòa /Lý Minh Hiếu; Nguyễn Ngọc Duy: GVHD",,2025,"xii, 61 tr :phụ lục ;27 cm","Tài liệu tập trung nghiên cứu về Các nhân tố ảnh hưởng đến ý định tham gia bảo hiểm phi nhân thọ Bảo Việt của người dân tại thành phố Nha Trang, tỉnh Khánh Hòa , trình bày các cơ sở lý thuyết và phương pháp tiếp cận trong lĩnh vực lĩnh vực nghiên cứu chuyên ngành. Nghiên cứu áp dụng các mô hình và phương pháp đánh giá phổ biến nhằm phân tích hiệu quả của các giải pháp được đề cập. Kết quả của tài liệu có giá trị tham khảo đối với sinh viên, giảng viên và các nhà nghiên cứu trong lĩnh vực liên quan.",/static/uploads/files/D186.pdf,/static/uploads/images/D186.jpg,Thesis,active
D187,Phân tích hiệu quả hoạt động các ngân hàng thương mại Việt Nam giai đoạn 2018-2022 /Vũ Minh Hiếu; Lê Kim Long: GVHD,,2025,86 tr. ;27 cm,"Tài liệu cung cấp cái nhìn tổng quan về Phân tích hiệu quả hoạt động các ngân hàng thương mại Việt Nam giai đoạn 2018-2022 , bao gồm các mô hình, kỹ thuật và xu hướng phát triển trong trí tuệ nhân tạo. Tài liệu sử dụng phương pháp phân tích và tổng hợp tài liệu nhằm làm rõ các khái niệm, nguyên lý và kỹ thuật liên quan. Kết quả của tài liệu có giá trị tham khảo đối với sinh viên, giảng viên và các nhà nghiên cứu trong lĩnh vực liên quan.",/static/uploads/files/D187.pdf,/static/uploads/images/D187.jpg,Thesis,active
D188,"Nghiên cứu chuỗi cung ứng cá chim vây vàng tại thành phố Nha Trang, tỉnh Khánh Hòa /Trần Thị Phương Liên; Nguyễn Thị Trâm Anh: GVHD",,2025,86 tr. ;27 cm,"Tài liệu tập trung nghiên cứu về Nghiên cứu chuỗi cung ứng cá chim vây vàng tại thành phố Nha Trang, tỉnh Khánh Hòa , trình bày các cơ sở lý thuyết và phương pháp tiếp cận trong lĩnh vực lĩnh vực nghiên cứu chuyên ngành. Tài liệu kết hợp giữa cơ sở học thuật và các tình huống ứng dụng nhằm nâng cao khả năng tiếp cận và triển khai thực tế. Nội dung tài liệu hỗ trợ người đọc tiếp cận các xu hướng nghiên cứu và ứng dụng hiện đại trong môi trường học thuật.",/static/uploads/files/D188.pdf,/static/uploads/images/D188.jpg,Thesis,active
D189,"Nghiên cứu nhân tố ảnh hưởng đến ý định tiết kiệm điện của hộ gia đình tại thành phố Tuy Hòa, tỉnh Phú Yên /Ngô Đình Duy; Trần Thị Ái Cẩm: GVHD",,2025,77 tr. ;27 cm,"Tài liệu tập trung nghiên cứu về Nghiên cứu nhân tố ảnh hưởng đến ý định tiết kiệm điện của hộ gia đình tại thành phố Tuy Hòa, tỉnh Phú Yên , trình bày các cơ sở lý thuyết và phương pháp tiếp cận trong lĩnh vực lĩnh vực nghiên cứu chuyên ngành. Tài liệu sử dụng phương pháp phân tích và tổng hợp tài liệu nhằm làm rõ các khái niệm, nguyên lý và kỹ thuật liên quan. Tài liệu có thể được sử dụng như nguồn tham khảo trong học tập, nghiên cứu và triển khai các hệ thống thực tế.",/static/uploads/files/D189.pdf,/static/uploads/images/D189.jpg,Thesis,active
D190,"Các yếu tố ảnh hưởng đến quyết định đầu tư của doanh nghiệp vào Khu kinh tế Vân Phong, tỉnh Khánh Hòa /Nguyễn Quốc Cường; Hà Việt Hùng: GVHD",,2025,66 tr. ;27 cm,"Tài liệu tập trung nghiên cứu về Các yếu tố ảnh hưởng đến quyết định đầu tư của doanh nghiệp vào Khu kinh tế Vân Phong, tỉnh Khánh Hòa , trình bày các cơ sở lý thuyết và phương pháp tiếp cận trong lĩnh vực lĩnh vực nghiên cứu chuyên ngành. Nội dung được xây dựng dựa trên việc hệ thống hóa kiến thức chuyên ngành kết hợp với các ví dụ minh họa thực tế. Kết quả của tài liệu có giá trị tham khảo đối với sinh viên, giảng viên và các nhà nghiên cứu trong lĩnh vực liên quan.",/static/uploads/files/D190.pdf,/static/uploads/images/D190.jpg,Thesis,active
D191,"Phát triển đối tượng tham gia Bảo hiểm xã hội tự nguyện khu vực phi chính thức trên địa bàn huyện Khánh Vĩnh, tỉnh Khánh Hòa /Huỳnh Nguyễn Hồng Anh; Hà Việt Hùng: GVHD",,2025,85 tr. ;27 cm,"Tài liệu cung cấp cái nhìn tổng quan về Phát triển đối tượng tham gia Bảo hiểm xã hội tự nguyện khu vực phi chính thức trên địa bàn huyện Khánh Vĩnh, tỉnh Khánh Hòa , bao gồm các mô hình, kỹ thuật và xu hướng phát triển trong lĩnh vực nghiên cứu chuyên ngành. Nghiên cứu áp dụng các mô hình và phương pháp đánh giá phổ biến nhằm phân tích hiệu quả của các giải pháp được đề cập. Nghiên cứu góp phần cung cấp nền tảng kiến thức phục vụ cho việc học tập và phát triển chuyên môn.",/static/uploads/files/D191.pdf,/static/uploads/images/D191.jpg,Thesis,active
D192,Quản trị rủi ro tín dụng cá nhân tại Ngân hàng Thương mại Cổ phần Tiên Phong - chi nhánh Nha Trang /Nguyễn Lê Thanh Tuấn; Phạm Thế Anh: GVHD,,2025,86 tr. ;27 cm,"Nghiên cứu này trình bày các khía cạnh chuyên môn của Quản trị rủi ro tín dụng cá nhân tại Ngân hàng Thương mại Cổ phần Tiên Phong - chi nhánh Nha Trang , kết hợp giữa nền tảng lý thuyết và ứng dụng thực tiễn trong lĩnh vực nghiên cứu chuyên ngành. Nội dung được xây dựng dựa trên việc hệ thống hóa kiến thức chuyên ngành kết hợp với các ví dụ minh họa thực tế. Nội dung tài liệu hỗ trợ người đọc tiếp cận các xu hướng nghiên cứu và ứng dụng hiện đại trong môi trường học thuật.",/static/uploads/files/D192.pdf,/static/uploads/images/D192.jpg,Thesis,active
D193,Tạo động lực làm việc cho người lao động tại Công ty Cổ phần Lavite /Nguyễn Ngọc Trang Tâm; Nguyễn Thị Kim Anh: GVHD,,2025,70 tr. ;27 cm,"Tài liệu cung cấp cái nhìn tổng quan về Tạo động lực làm việc cho người lao động tại Công ty Cổ phần Lavite , bao gồm các mô hình, kỹ thuật và xu hướng phát triển trong lĩnh vực nghiên cứu chuyên ngành. Nghiên cứu áp dụng các mô hình và phương pháp đánh giá phổ biến nhằm phân tích hiệu quả của các giải pháp được đề cập. Tài liệu có thể được sử dụng như nguồn tham khảo trong học tập, nghiên cứu và triển khai các hệ thống thực tế.",/static/uploads/files/D193.pdf,/static/uploads/images/D193.jpg,Thesis,active
D194,Nâng cao năng lực cạnh tranh của sản phẩm nước tinh khiết Sanna tại Công ty cổ phần nước giải khát Sanna Khánh Hòa /Nguyễn Thị Hoàng Ngân; Nguyễn Thị Trâm Anh: GVHD,,2025,81 tr. :Minh họa ;27 cm,"Nghiên cứu này trình bày các khía cạnh chuyên môn của Nâng cao năng lực cạnh tranh của sản phẩm nước tinh khiết Sanna tại Công ty cổ phần nước giải khát Sanna Khánh Hòa , kết hợp giữa nền tảng lý thuyết và ứng dụng thực tiễn trong lĩnh vực nghiên cứu chuyên ngành. Nghiên cứu áp dụng các mô hình và phương pháp đánh giá phổ biến nhằm phân tích hiệu quả của các giải pháp được đề cập. Nghiên cứu góp phần cung cấp nền tảng kiến thức phục vụ cho việc học tập và phát triển chuyên môn.",/static/uploads/files/D194.pdf,/static/uploads/images/D194.jpg,Thesis,active
D195,"Ứng dụng phương pháp xác định hoạt lực Spiramycin trên chủng vi sinh vật chuẩn trong đánh giá thuốc tân dược lưu hành tại thành phố Tuy Hòa /Đặng Lư Minh Hà; Nguyễn Thị Như Thường, Phạm Thị Minh Thu: GVHD",,2025,53 tr. ;27 cm,"Nghiên cứu này trình bày các khía cạnh chuyên môn của Ứng dụng phương pháp xác định hoạt lực Spiramycin trên chủng vi sinh vật chuẩn trong đánh giá thuốc tân dược lưu hành tại thành phố Tuy Hòa , kết hợp giữa nền tảng lý thuyết và ứng dụng thực tiễn trong lĩnh vực nghiên cứu chuyên ngành. Nghiên cứu áp dụng các mô hình và phương pháp đánh giá phổ biến nhằm phân tích hiệu quả của các giải pháp được đề cập. Nghiên cứu góp phần cung cấp nền tảng kiến thức phục vụ cho việc học tập và phát triển chuyên môn.",/static/uploads/files/D195.pdf,/static/uploads/images/D195.jpg,Thesis,active
